Date,Close/Last,Volume,Open,High,Low
11/26/2021,54553.20,N/A,57900.30,54622.70,53654.30
11/25/2021,57815.70,N/A,57746.40,59151.10,57696.60
11/24/2021,57272.30,N/A,56402.50,58262.90,57127.10
11/23/2021,56578.80,N/A,56932.20,57697.40,56171.30
11/22/2021,56902.10,N/A,57399.80,57243.90,56024.20
11/21/2021,57290.00,N/A,58679.00,58719.70,57203.60
11/20/2021,58654.60,N/A,58543.10,59771.90,58598.50
11/19/2021,58425.70,N/A,55903.40,58982.40,57963.00
11/18/2021,56147.50,N/A,59862.20,57502.40,55626.30
11/17/2021,59941.30,N/A,59037.20,60936.90,59661.50
11/16/2021,58999.10,N/A,61258.50,60398.70,58584.00
11/15/2021,61418.50,N/A,65776.60,63605.60,60375.50
11/14/2021,65736.60,N/A,64743.70,66160.70,65514.90
11/13/2021,64749.60,N/A,63701.00,65289.10,64397.20
11/12/2021,63800.90,N/A,64921.30,64417.00,63584.40
11/11/2021,65005.40,N/A,64642.00,65449.70,64158.40
11/10/2021,64556.40,N/A,66644.30,65042.20,64121.90
11/09/2021,66627.70,N/A,68277.90,67357.60,66263.90
11/08/2021,68205.40,N/A,65181.30,68493.30,67169.70
11/07/2021,65164.50,N/A,62194.20,65575.30,63276.40
11/06/2021,62091.70,N/A,61132.90,62307.70,61347.20
11/05/2021,61078.60,N/A,62242.10,61289.50,60828.80
11/04/2021,62139.50,N/A,62439.20,62326.30,60856.70
11/03/2021,62464.00,N/A,63211.60,63077.60,62293.80
11/02/2021,63041.70,N/A,61091.80,63508.60,62810.70
11/01/2021,61098.70,N/A,59952.30,61523.40,60651.50
10/31/2021,60086.20,N/A,61699.20,61733.90,60019.30
10/30/2021,61648.60,N/A,61667.60,62393.70,61617.30
10/29/2021,61707.20,N/A,61661.10,62338.50,61646.60
10/28/2021,61558.10,N/A,58791.60,62009.10,60322.20
10/27/2021,58791.10,N/A,60536.20,58946.10,58128.10
10/26/2021,60708.60,N/A,62738.20,60830.40,60159.30
10/25/2021,62688.40,N/A,61955.90,63275.10,62647.90
10/24/2021,62094.30,N/A,61197.50,62214.40,60655.80
10/23/2021,61253.30,N/A,61133.60,61469.90,60829.30
10/22/2021,61162.70,N/A,62840.30,61243.30,60434.10
10/21/2021,63145.00,N/A,65070.50,63305.50,62152.80
10/20/2021,64998.50,N/A,63847.20,66004.70,64125.90
10/19/2021,63918.70,N/A,62603.80,64343.40,63750.80
10/18/2021,62643.60,N/A,62126.10,62954.00,61692.90
10/17/2021,62055.50,N/A,61133.80,62563.50,61415.40
10/16/2021,61159.00,N/A,61624.00,61333.90,60511.20
10/15/2021,61426.50,N/A,59435.50,61736.80,61123.20
10/14/2021,59323.50,N/A,58071.60,59417.70,56874.80
10/13/2021,58168.40,N/A,56279.90,58506.50,57149.80
10/12/2021,56297.40,N/A,56673.30,56537.30,55845.30
10/11/2021,56704.40,N/A,56505.40,57480.60,56438.30
10/10/2021,56534.90,N/A,55076.90,56681.60,54457.80
10/09/2021,54868.60,N/A,54583.60,55169.90,54100.80
10/08/2021,54637.50,N/A,53802.50,54681.90,53711.70
10/07/2021,53810.60,N/A,54818.20,54418.10,53716.10
10/06/2021,54966.60,N/A,51537.30,55325.20,54162.70
10/05/2021,51540.80,N/A,49302.50,51604.60,50993.00
10/04/2021,49210.20,N/A,47486.70,49760.20,49060.10
10/03/2021,47498.30,N/A,47882.10,48285.00,47398.70
10/02/2021,47662.70,N/A,47533.60,47800.50,47123.00
10/01/2021,47548.00,N/A,43621.50,48226.60,47509.10
09/30/2021,43467.30,N/A,43627.30,44011.50,43292.90
09/29/2021,43446.40,N/A,42162.20,43495.40,41416.70
09/28/2021,42092.60,N/A,42553.80,42108.50,40815.00
09/27/2021,43863.50,N/A,41960.30,44293.20,42949.70
09/26/2021,43889.50,N/A,42199.80,44293.20,42949.70
09/25/2021,42234.20,N/A,42634.90,42737.60,41943.90
09/24/2021,42654.10,N/A,44289.00,42944.00,42073.80
09/23/2021,44365.40,N/A,44070.00,44977.50,44336.60
09/22/2021,43959.20,N/A,42051.40,44162.90,43090.10
09/21/2021,42206.20,N/A,42684.50,42393.40,40585.70
09/20/2021,42686.20,N/A,45584.90,43035.60,40401.50
09/19/2021,45526.30,N/A,47840.20,47323.90,45310.70
09/18/2021,47940.90,N/A,47926.10,48341.90,47650.80
09/17/2021,47526.60,N/A,48032.70,47572.00,47070.50
09/16/2021,47876.30,N/A,47625.40,48095.80,47466.50
09/15/2021,47545.50,N/A,47091.90,48181.90,47358.80
09/14/2021,47097.40,N/A,45193.20,47396.00,46953.70
09/13/2021,45281.70,N/A,44845.00,45353.80,44718.70
09/12/2021,44973.60,N/A,45319.60,46269.80,44830.00
09/11/2021,45308.70,N/A,45190.10,45338.80,44755.20
09/10/2021,45023.20,N/A,46721.50,45476.10,44766.60
09/09/2021,46604.70,N/A,45973.90,47021.60,46287.70
09/08/2021,45904.50,N/A,46444.20,46341.90,45609.00
09/07/2021,46533.20,N/A,52649.90,47316.90,46329.30
09/06/2021,52639.60,N/A,51601.20,52885.30,52388.60
09/05/2021,50129.30,N/A,50099.30,50285.90,49492.40
09/04/2021,49716.30,N/A,50280.50,50285.90,49705.60
09/03/2021,50267.40,N/A,49485.20,50346.30,49603.10
09/02/2021,49446.80,N/A,49567.00,49497.30,48377.30
09/01/2021,49571.70,N/A,47050.50,49870.30,48612.90
08/31/2021,46918.20,N/A,47151.50,47289.50,46533.10
08/30/2021,47177.00,N/A,47964.30,47204.90,46709.30
08/29/2021,47944.60,N/A,48231.90,48886.00,47822.70
08/28/2021,48258.50,N/A,48862.50,49621.70,48101.90
08/27/2021,48880.70,N/A,46822.30,49289.40,48846.40
08/26/2021,46867.70,N/A,47263.60,49347.80,46584.00
08/25/2021,47967.10,N/A,47993.20,49347.80,47898.80
08/24/2021,48000.60,N/A,49341.60,48277.50,47669.80
08/23/2021,49352.50,N/A,50263.40,49685.20,48812.40
08/22/2021,50226.50,N/A,48807.30,50329.40,49099.00
08/21/2021,48736.40,N/A,48834.50,49164.10,48623.70
08/20/2021,48901.90,N/A,47056.50,49334.00,48744.80
08/19/2021,47048.00,N/A,44073.60,47377.90,46646.80
08/18/2021,44177.20,N/A,45048.20,45184.60,44086.70
08/17/2021,44959.00,N/A,46393.30,45133.90,44230.00
08/16/2021,46399.90,N/A,47375.40,46589.10,45323.20
08/15/2021,47497.90,N/A,46870.10,48002.40,46814.10
08/14/2021,47015.60,N/A,47546.00,47344.10,46928.00
08/13/2021,47500.40,N/A,44950.20,47826.50,47408.60
08/12/2021,44962.20,N/A,45916.80,45012.10,44242.40
08/11/2021,46123.50,N/A,45585.10,46213.80,45432.50
08/10/2021,45600.40,N/A,45714.80,45983.00,45367.90
08/09/2021,45689.80,N/A,43504.90,46663.40,45659.40
08/08/2021,43552.40,N/A,44327.70,43958.60,42824.10
08/07/2021,44307.80,N/A,43712.70,44749.50,43842.50
08/06/2021,43672.90,N/A,40223.30,43707.40,42611.00
08/05/2021,40166.60,N/A,39433.60,40979.00,39967.40
08/04/2021,39431.30,N/A,37972.10,39834.20,39202.60
08/03/2021,38054.80,N/A,38653.80,38555.50,37904.40
08/02/2021,38569.70,N/A,39789.50,39766.60,38543.50
08/01/2021,39782.50,N/A,42446.50,40078.50,39306.90
07/31/2021,42281.80,N/A,41818.00,42361.80,41123.80
07/30/2021,41914.80,N/A,39981.70,42285.30,41645.50
07/29/2021,39976.30,N/A,39657.80,40245.60,39769.80
07/28/2021,39740.40,N/A,39845.00,40205.20,39340.80
07/27/2021,39831.30,N/A,36552.00,40296.40,38946.60
07/26/2021,36914.20,N/A,38072.60,37514.90,36427.40
07/25/2021,38138.00,N/A,33824.80,39639.90,35236.70
07/24/2021,34234.50,N/A,33670.30,34302.50,33956.80
07/23/2021,33611.30,N/A,32591.50,33776.70,33412.90
07/22/2021,32537.40,N/A,31941.10,32746.20,32215.00
07/21/2021,31960.10,N/A,29841.30,32352.30,31803.10
07/20/2021,29849.90,N/A,29609.50,29901.80,29519.30
07/19/2021,29619.30,N/A,31553.70,31040.80,29574.00
07/18/2021,31577.70,N/A,32151.50,31838.70,31462.80
07/17/2021,32132.10,N/A,31310.20,32408.20,31490.20
07/16/2021,31326.60,N/A,31899.80,31616.80,31207.80
07/15/2021,31906.40,N/A,32760.40,32016.90,31581.10
07/14/2021,32711.80,N/A,32543.10,33157.00,32657.70
07/13/2021,31785.00,N/A,33075.90,32778.80,31695.80
07/12/2021,33139.40,N/A,34267.60,33220.40,32839.50
07/11/2021,34504.40,N/A,33535.60,34507.90,34077.10
07/10/2021,33461.40,N/A,33725.00,33794.90,33434.40
07/09/2021,33827.80,N/A,32747.00,34221.00,33678.00
07/08/2021,32956.60,N/A,33372.90,32993.50,32367.00
07/07/2021,33359.60,N/A,34444.30,33923.20,33095.90
07/06/2021,34428.10,N/A,33923.30,34495.70,33966.60
07/05/2021,33883.20,N/A,34371.60,34157.40,33669.50
07/04/2021,34334.70,N/A,34742.80,35300.50,34309.20
07/03/2021,34771.60,N/A,33299.00,34909.80,33363.30
07/02/2021,33396.00,N/A,32909.50,33895.10,33363.30
07/01/2021,32895.60,N/A,34155.10,33925.90,32778.70
06/30/2021,34202.60,N/A,35071.70,35030.70,34174.50
06/29/2021,35254.70,N/A,34584.10,36089.50,35148.90
06/28/2021,34555.30,N/A,34396.10,35125.80,34247.60
06/27/2021,34458.70,N/A,33152.60,34884.00,34319.50
06/26/2021,33189.60,N/A,32000.00,33192.30,32041.70
06/25/2021,32063.60,N/A,35103.50,32214.20,31360.10
06/24/2021,35098.70,N/A,32612.90,35490.90,34304.20
06/23/2021,32466.30,N/A,33989.20,33798.60,32376.20
06/22/2021,33811.70,N/A,33028.20,34236.20,31736.50
06/21/2021,33025.60,N/A,34691.00,33181.20,31216.00
06/20/2021,34681.00,N/A,35531.90,35708.40,34676.10
06/19/2021,35636.20,N/A,35084.10,35788.10,35176.20
06/18/2021,34963.50,N/A,37925.60,36283.50,34845.50
06/17/2021,37940.20,N/A,38862.50,38166.00,37231.80
06/16/2021,38834.50,N/A,40031.80,38963.70,38231.40
06/15/2021,40023.90,N/A,40403.50,40167.50,39645.30
06/14/2021,40479.30,N/A,38995.20,40838.10,39920.00
06/13/2021,38826.40,N/A,34881.80,39784.60,38769.90
06/12/2021,34950.80,N/A,35585.40,35903.90,34876.10
06/11/2021,35339.50,N/A,36758.60,37437.30,35335.80
06/10/2021,36665.90,N/A,36955.50,37177.30,36003.30
06/09/2021,37012.90,N/A,32881.00,37595.30,36759.80
06/08/2021,32952.30,N/A,32819.60,33502.80,32428.60
06/07/2021,32869.00,N/A,36384.00,34047.80,32447.00
06/06/2021,36404.70,N/A,36002.20,36754.60,35576.30
06/05/2021,35968.90,N/A,37400.30,36225.50,35421.50
06/04/2021,37419.30,N/A,37928.20,37811.30,36666.80
06/03/2021,37877.10,N/A,37636.00,39255.40,37442.60
06/02/2021,37581.70,N/A,36479.50,37812.70,37193.60
06/01/2021,36395.60,N/A,36699.50,36856.20,35981.10
05/31/2021,36617.30,N/A,34503.30,37850.30,36539.10
05/30/2021,34408.70,N/A,34780.30,35931.90,34330.20
05/29/2021,34670.70,N/A,36465.50,34773.60,33441.00
05/28/2021,36324.70,N/A,38279.00,36717.80,35651.40
05/27/2021,37973.80,N/A,37616.50,38844.10,37790.40
05/26/2021,37470.00,N/A,39562.90,39249.00,37190.80
05/25/2021,39444.50,N/A,38360.30,39497.30,37847.00
05/24/2021,38288.40,N/A,35268.60,39740.80,37875.10
05/23/2021,35298.30,N/A,37460.40,35863.10,34715.30
05/22/2021,37436.40,N/A,36979.40,38248.70,36822.90
05/21/2021,36906.30,N/A,40710.80,38056.80,36606.70
05/20/2021,40779.50,N/A,38170.60,42108.30,40521.50
05/19/2021,38220.10,N/A,40491.10,38573.30,35010.40
05/18/2021,40569.00,N/A,45042.40,43516.60,40164.20
05/17/2021,44847.20,N/A,44482.00,45231.40,43186.80
05/16/2021,43493.40,N/A,48167.20,46545.40,43072.50
05/15/2021,47875.90,N/A,50046.30,48323.80,46574.60
05/14/2021,49762.80,N/A,49176.20,50640.90,49303.70
05/13/2021,49391.50,N/A,50260.70,50387.30,49258.00
05/12/2021,49715.20,N/A,57762.70,50843.00,46331.10
05/11/2021,57752.60,N/A,55164.20,57753.00,56597.10
05/10/2021,55126.40,N/A,59400.60,56384.20,54550.40
05/09/2021,59352.40,N/A,58585.30,59426.60,58066.00
05/08/2021,58976.30,N/A,58110.50,59227.00,58391.40
05/07/2021,58058.10,N/A,55732.00,58412.90,56972.20
05/06/2021,55920.00,N/A,56835.90,57080.70,55533.70
05/05/2021,56860.90,N/A,55024.50,57560.80,56623.50
05/04/2021,55085.60,N/A,55745.70,55088.10,53872.50
05/03/2021,55470.20,N/A,57953.70,57201.30,54735.30
05/02/2021,57961.50,N/A,56532.20,58261.40,56562.40
05/01/2021,56591.00,N/A,58189.80,57868.40,56556.10
04/30/2021,58188.80,N/A,53706.00,58449.40,57528.90
04/29/2021,53667.00,N/A,54270.40,53802.70,53088.70
04/28/2021,54165.80,N/A,54818.70,55173.70,54164.40
04/27/2021,55019.80,N/A,53505.30,55718.80,54871.90
04/26/2021,53527.90,N/A,52388.10,54120.60,53431.10
04/25/2021,52265.60,N/A,49690.80,52420.90,48815.90
04/24/2021,49705.90,N/A,50128.70,50438.80,49658.60
04/23/2021,50207.00,N/A,50294.70,51183.00,49380.60
04/22/2021,50197.10,N/A,53456.30,52099.90,48788.30
04/21/2021,53351.40,N/A,55256.90,54606.20,52585.90
04/20/2021,55500.50,N/A,54709.00,56764.40,55447.90
04/19/2021,54759.90,N/A,57060.20,55776.80,54404.60
04/18/2021,57230.40,N/A,55371.50,57275.20,55767.00
04/17/2021,53728.90,N/A,62404.80,60362.10,51817.60
04/16/2021,62376.30,N/A,62936.80,62509.10,61155.60
04/15/2021,63063.30,N/A,63055.80,63518.50,62738.30
04/14/2021,63001.10,N/A,63715.30,63347.30,62361.70
04/13/2021,63809.00,N/A,60496.30,63818.70,63080.70
04/12/2021,60535.50,N/A,60350.40,61068.30,59839.40
04/11/2021,60211.20,N/A,60267.10,60311.30,59598.20
04/10/2021,60319.80,N/A,59206.40,60667.10,59640.80
04/09/2021,59119.40,N/A,58010.70,59149.90,57900.00
04/08/2021,58081.20,N/A,56565.90,58391.30,57832.90
04/07/2021,56580.90,N/A,57900.40,56674.60,55721.60
04/06/2021,57907.10,N/A,58611.70,58192.70,57286.90
04/05/2021,58800.40,N/A,57452.10,59487.00,58662.00
04/04/2021,57555.10,N/A,57541.40,58355.00,57497.60
04/03/2021,57325.10,N/A,59216.60,57448.90,56470.60
04/02/2021,59205.30,N/A,59676.40,59414.00,58948.50
04/01/2021,59733.70,N/A,59083.40,60134.90,58496.30
03/31/2021,58995.80,N/A,58673.70,59309.80,58738.90
03/30/2021,58534.60,N/A,57320.00,59030.20,58429.80
03/29/2021,57141.00,N/A,55344.10,57752.70,57128.30
03/28/2021,55393.90,N/A,55791.90,55899.40,55002.90
03/27/2021,56133.60,N/A,54786.90,56174.80,55645.50
03/26/2021,54751.70,N/A,51667.20,55532.10,54551.80
03/25/2021,52428.50,N/A,52189.30,52669.20,51306.10
03/24/2021,52136.70,N/A,54447.10,52763.00,51561.30
03/23/2021,54444.70,N/A,54517.90,54716.80,53579.10
03/22/2021,54577.00,N/A,57558.10,55287.50,53842.10
03/21/2021,57316.40,N/A,57809.80,57443.40,56357.50
03/20/2021,57754.50,N/A,58419.70,58583.80,57471.40
03/19/2021,58296.20,N/A,57773.00,58877.50,57863.00
03/18/2021,57859.30,N/A,58724.50,57876.50,56305.10
03/17/2021,58727.60,N/A,55489.50,59489.40,58621.90
03/16/2021,55835.20,N/A,54277.30,57121.00,55683.40
03/15/2021,54269.40,N/A,60347.50,56024.10,53342.60
03/14/2021,60375.50,N/A,61350.20,60459.90,58859.00
03/13/2021,61218.90,N/A,56865.60,61673.70,60755.80
03/12/2021,56485.10,N/A,56702.60,57271.80,56118.80
03/11/2021,56710.60,N/A,55812.70,58052.30,56545.90
03/10/2021,55667.10,N/A,53694.30,56461.00,55168.10
03/09/2021,53565.50,N/A,53714.10,55772.30,53187.50
03/08/2021,53878.40,N/A,50450.80,54077.90,51941.30
03/07/2021,50411.20,N/A,49485.60,51801.10,50141.40
03/06/2021,49501.20,N/A,48467.10,49881.40,48890.60
03/05/2021,48447.70,N/A,46677.40,49132.70,48166.40
03/04/2021,47132.00,N/A,49029.80,48363.60,46370.10
03/03/2021,49278.10,N/A,49126.20,51757.70,49111.50
03/02/2021,49207.50,N/A,49161.10,49309.10,48159.20
03/01/2021,49053.00,N/A,46464.40,50191.90,48662.20
02/28/2021,46566.60,N/A,44403.50,46809.50,45008.80
02/27/2021,44741.00,N/A,47686.90,46582.00,44346.90
02/26/2021,47762.90,N/A,47011.80,48018.50,46205.20
02/25/2021,47020.00,N/A,49651.90,47749.10,46051.20
02/24/2021,49822.70,N/A,50783.00,50857.80,49597.90
02/23/2021,50884.30,N/A,50636.70,51299.10,47031.70
02/22/2021,50379.00,N/A,55807.30,54115.00,50161.20
02/21/2021,55531.80,N/A,56715.90,57480.50,55128.50
02/20/2021,56537.30,N/A,55829.60,56895.20,55502.70
02/19/2021,55941.90,N/A,51162.80,56552.60,55415.10
02/18/2021,51137.30,N/A,52170.70,51925.30,50816.80
02/17/2021,52070.70,N/A,49360.20,52524.00,51731.30
02/16/2021,49273.40,N/A,49349.40,50209.60,49018.10
02/15/2021,49224.30,N/A,46875.70,49951.00,47044.40
02/14/2021,46784.50,N/A,47558.10,48936.50,45786.10
02/13/2021,47564.10,N/A,47840.00,47698.30,47051.90
02/12/2021,47856.30,N/A,47309.60,48097.30,47271.00
02/11/2021,47123.70,N/A,44648.80,48927.40,46950.90
02/10/2021,44618.50,N/A,46022.30,44993.50,44041.00
02/09/2021,46010.70,N/A,46841.30,46865.50,45652.10
02/08/2021,46400.50,N/A,38596.30,47405.30,45603.30
02/07/2021,38611.70,N/A,38328.50,39123.60,38057.00
02/06/2021,37990.10,N/A,39208.20,39611.90,37987.20
02/05/2021,39259.40,N/A,37284.70,39653.10,38275.30
02/04/2021,37299.40,N/A,37696.70,37488.40,36640.00
02/03/2021,37634.50,N/A,36618.40,38298.50,37375.90
02/02/2021,36609.20,N/A,33904.70,36843.50,35401.50
02/01/2021,33869.60,N/A,33554.30,34150.40,33462.40
01/31/2021,33580.30,N/A,34031.80,33937.70,32324.90
01/30/2021,33930.30,N/A,33512.00,34348.30,33687.30
01/29/2021,33424.50,N/A,33762.70,34920.90,32908.50
01/28/2021,33093.10,N/A,31342.00,34325.80,32839.80
01/27/2021,31258.10,N/A,31887.70,31602.00,29911.90
01/26/2021,31721.70,N/A,32027.90,32545.40,31556.20
01/25/2021,32007.50,N/A,33397.70,32820.10,31493.30
01/24/2021,33348.70,N/A,32838.30,33739.50,32205.10
01/23/2021,32659.80,N/A,32598.50,32702.90,31692.50
01/22/2021,32635.20,N/A,30933.80,32994.10,32088.20
01/21/2021,30812.80,N/A,34249.90,31380.00,28871.20
01/20/2021,34462.60,N/A,35261.10,35591.10,34256.80
01/19/2021,35386.80,N/A,36332.80,36384.40,34857.00
01/18/2021,36406.60,N/A,35132.90,37270.50,36360.30
01/17/2021,34976.60,N/A,35857.60,36195.20,34890.70
01/16/2021,35955.70,N/A,36582.20,36723.70,35592.70
01/15/2021,36549.40,N/A,38459.40,37608.60,36022.90
01/14/2021,38569.20,N/A,37485.30,39715.00,38354.60
01/13/2021,37370.90,N/A,33179.30,38133.20,36772.10
01/12/2021,33168.20,N/A,35278.40,34297.00,32451.90
01/11/2021,34771.40,N/A,35567.40,35490.00,33729.60
01/10/2021,35633.70,N/A,40378.20,38217.20,33688.80
01/09/2021,40390.80,N/A,40236.90,41362.40,40149.70
01/08/2021,40378.70,N/A,38721.80,40950.20,39556.70
01/07/2021,38713.30,N/A,37492.90,39701.20,36613.40
01/06/2021,37490.00,N/A,35320.30,37714.80,36494.10
01/05/2021,35228.70,N/A,30918.30,35739.40,33408.30
01/04/2021,31381.10,N/A,33288.90,32846.90,30460.50
01/03/2021,33328.70,N/A,33238.90,33587.50,32453.10
01/02/2021,32861.60,N/A,29382.60,32884.70,32029.60
01/01/2021,29400.60,N/A,29245.00,29496.70,29008.00
12/31/2020,29238.80,N/A,29024.80,29482.30,28724.30
12/30/2020,28940.60,N/A,27903.60,29298.80,28334.20
12/29/2020,27838.50,N/A,26443.70,28192.60,27377.00
12/28/2020,26381.20,N/A,26847.40,27089.40,26205.10
12/27/2020,26946.10,N/A,26715.10,27331.60,26144.30
12/26/2020,26710.90,N/A,24811.20,26937.50,26438.40
12/25/2020,24911.20,N/A,23603.60,25011.00,24515.10
12/24/2020,23577.70,N/A,23023.40,23814.10,23445.30
12/23/2020,22977.40,N/A,23470.00,23253.20,22737.30
12/22/2020,23516.60,N/A,22948.20,24028.90,23500.70
12/21/2020,22954.20,N/A,23912.50,23060.80,22481.00
12/20/2020,23901.20,N/A,23410.00,24101.90,23321.10
12/19/2020,23300.30,N/A,23047.10,23843.60,23098.90
12/18/2020,23083.20,N/A,22867.70,23229.10,22923.10
12/17/2020,22947.30,N/A,21786.20,23241.30,22493.90
12/16/2020,21837.60,N/A,19335.00,22148.40,21243.10
12/15/2020,19381.20,N/A,19484.80,19491.70,19299.70
12/14/2020,19309.30,N/A,19265.10,19556.30,19250.30
12/13/2020,19083.00,N/A,18790.90,19326.20,19007.00
12/12/2020,18867.20,N/A,18277.10,18883.60,18716.80
12/11/2020,18384.00,N/A,17962.60,18390.10,18025.10
12/10/2020,17984.00,N/A,18400.60,18288.30,17733.80
12/09/2020,18455.50,N/A,18153.80,18551.80,18339.60
12/08/2020,18217.90,N/A,19182.50,18371.50,18053.00
12/07/2020,19178.50,N/A,19290.00,19236.00,19141.10
12/06/2020,19288.80,N/A,19191.30,19424.60,19166.90
12/05/2020,19203.70,N/A,18816.80,19340.10,19141.00
12/04/2020,18884.10,N/A,19170.80,18921.30,18507.10
12/03/2020,19288.20,N/A,19040.90,19529.50,19140.20
12/02/2020,19065.40,N/A,18519.10,19295.00,18954.60
12/01/2020,18507.30,N/A,19380.40,18954.50,18346.70
11/30/2020,19466.80,N/A,18535.00,19717.60,19366.80
11/29/2020,18511.30,N/A,17771.70,18616.70,18186.00
11/28/2020,17791.70,N/A,16969.40,17864.00,17530.40
11/27/2020,16938.70,N/A,17070.30,17191.50,16915.90
11/26/2020,17071.30,N/A,17757.10,17450.30,17037.80
11/25/2020,17777.10,N/A,18690.90,18894.90,17279.70
11/24/2020,18779.60,N/A,18448.20,19216.60,18769.40
11/23/2020,18423.70,N/A,18461.30,18527.70,18230.00
11/22/2020,18453.40,N/A,18593.90,18516.70,18016.00
11/21/2020,18582.40,N/A,18583.10,18751.50,18367.60
11/20/2020,18614.60,N/A,18195.00,18966.00,18467.50
11/19/2020,18180.00,N/A,17847.30,18225.40,17758.40
11/18/2020,17843.50,N/A,18377.90,18054.80,17594.60
11/17/2020,18376.80,N/A,16672.60,18393.20,17613.20
11/16/2020,16648.20,N/A,16032.50,16825.90,16562.00
11/15/2020,16004.30,N/A,15937.40,16042.10,15870.70
11/14/2020,15924.20,N/A,16149.60,16102.30,15879.50
11/13/2020,16116.80,N/A,16405.10,16328.20,16111.20
11/12/2020,16395.10,N/A,15666.20,16474.10,16270.70
11/11/2020,15659.10,N/A,15372.50,15712.10,15483.50
11/10/2020,15385.20,N/A,15385.10,15497.50,15281.00
11/09/2020,15396.90,N/A,15385.70,15431.20,15192.70
11/08/2020,15395.60,N/A,14967.70,15598.40,15364.20
11/07/2020,15030.20,N/A,15556.50,15106.50,14720.70
11/06/2020,15498.70,N/A,15463.30,15754.40,15471.10
11/05/2020,15548.20,N/A,14293.30,15955.20,15433.00
11/04/2020,14292.50,N/A,13908.90,14358.60,14099.70
11/03/2020,13897.30,N/A,13419.70,14034.50,13704.80
11/02/2020,13419.00,N/A,13698.90,13640.20,13321.20
11/01/2020,13666.50,N/A,13677.20,13828.40,13655.00
10/31/2020,13659.00,N/A,13491.70,13889.50,13659.00
10/30/2020,13471.30,N/A,13434.00,13731.50,13441.70
10/29/2020,13452.70,N/A,13280.80,13655.70,13363.10
10/28/2020,13266.60,N/A,13785.00,13308.60,13180.80
10/27/2020,13799.50,N/A,13082.20,13851.70,13637.30
10/26/2020,13090.00,N/A,13100.90,13125.20,13050.30
10/25/2020,13101.30,N/A,13298.60,13129.30,12982.50
10/24/2020,13303.90,N/A,12972.00,13343.90,13077.80
10/23/2020,12982.10,N/A,12966.30,13013.70,12876.40
10/22/2020,12958.20,N/A,12726.00,13005.10,12842.70
10/21/2020,12770.20,N/A,12187.80,12928.10,12718.10
10/20/2020,12195.90,N/A,11743.20,12232.60,11894.60
10/19/2020,11756.50,N/A,11421.20,11760.80,11685.70
10/18/2020,11430.90,N/A,11370.60,11529.80,11427.20
10/17/2020,11372.30,N/A,11365.60,11399.50,11349.80
10/16/2020,11355.20,N/A,11508.90,11358.00,11274.40
10/15/2020,11499.00,N/A,11377.50,11542.20,11474.90
10/14/2020,11376.50,N/A,11392.80,11426.40,11361.70
10/13/2020,11442.70,N/A,11457.40,11485.60,11413.80
10/12/2020,11469.10,N/A,11386.40,11540.40,11436.90
10/11/2020,11395.50,N/A,11333.00,11408.80,11348.50
10/10/2020,11327.20,N/A,11410.80,11394.50,11277.60
10/09/2020,11419.80,N/A,10889.90,11475.00,11053.50
10/08/2020,10896.30,N/A,10642.50,10939.10,10868.40
10/07/2020,10645.40,N/A,10577.10,10672.10,10619.90
10/06/2020,10588.90,N/A,10766.70,10604.30,10553.30
10/05/2020,10778.50,N/A,10667.20,10800.30,10743.20
10/04/2020,10684.20,N/A,10547.20,10729.90,10659.40
10/03/2020,10545.40,N/A,10556.60,10560.30,10520.80
10/02/2020,10552.70,N/A,10646.80,10576.80,10523.40
10/01/2020,10613.60,N/A,10798.40,10627.60,10585.90
09/30/2020,10801.90,N/A,10747.70,10855.50,10776.60
09/29/2020,10768.50,N/A,10688.60,10847.70,10757.20
09/28/2020,10697.80,N/A,10908.70,10728.50,10667.80
09/27/2020,10895.80,N/A,10779.40,10946.60,10776.40
09/26/2020,10778.70,N/A,10710.30,10799.20,10722.40
09/25/2020,10706.40,N/A,10710.70,10745.60,10650.20
09/24/2020,10685.40,N/A,10299.50,10753.50,10685.40
09/23/2020,10300.20,N/A,10515.50,10336.10,10201.00
09/22/2020,10485.90,N/A,10445.50,10535.00,10485.40
09/21/2020,10450.90,N/A,10963.60,10488.60,10374.40
09/20/2020,10957.90,N/A,10950.70,10977.00,10895.70
09/19/2020,10950.50,N/A,10977.60,11081.60,10908.50
09/18/2020,10960.00,N/A,10927.10,10977.80,10933.10
09/17/2020,10938.20,N/A,10873.60,10956.30,10890.80
09/16/2020,10887.40,N/A,10780.90,11039.30,10885.80
09/15/2020,10762.20,N/A,10752.00,10790.10,10669.20
09/14/2020,10739.20,N/A,10352.10,10832.30,10652.90
09/13/2020,10353.00,N/A,10551.70,10369.30,10264.50
09/12/2020,10546.30,N/A,10344.10,10556.30,10411.20
09/11/2020,10351.70,N/A,10218.40,10393.50,10326.00
09/10/2020,10222.90,N/A,10377.40,10377.50,10212.60
09/09/2020,10365.60,N/A,10028.20,10408.90,10219.20
09/08/2020,10000.40,N/A,10305.40,10149.00,9984.60
09/07/2020,10305.70,N/A,10205.30,10434.40,10305.50
09/06/2020,10195.30,N/A,10169.20,10296.40,10193.90
09/05/2020,10169.70,N/A,10411.50,10239.90,10067.40
09/04/2020,10432.40,N/A,10249.00,10558.70,10392.30
09/03/2020,10249.60,N/A,11375.50,10329.90,10098.10
